site_id,site_name,profile_id_a,profile_id_b,profile_name_a,profile_name_b,date_start,date_end,retreat_m_a,retreat_m_b,retreat_rate_m_per_year_a,retreat_rate_m_per_year_b,retreat_abs_m_a,retreat_abs_m_b,has_conflicting_shoreline_duplicates_a,has_conflicting_shoreline_duplicates_b
burty,Бурты,burty_profile_1,burty_profile_2,ПРОФИЛЬ № 1,ПРОФИЛЬ № 2,2022-08-04,2023-08-15,-0.6799999999999997,-1.0200000000000031,-0.6605585106382975,-0.9908377659574498,0.6799999999999997,1.0200000000000031,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,1987-06-30,1990-05-28,-0.6899999999999977,-3.4599999999999937,-0.2370860771401685,-1.1888664158043252,0.6899999999999977,3.4599999999999937,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,1990-05-28,1995-07-19,-7.780000000000015,-9.370000000000005,-1.513123003194891,-1.8223602236421728,7.780000000000015,9.370000000000005,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,1995-07-19,2000-07-15,-4.259999999999991,-5.600000000000001,-0.8535189248491478,-1.1219967087218872,4.259999999999991,5.600000000000001,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2000-07-15,2001-07-10,-0.7199999999999989,-1.6199999999999974,-0.7304999999999989,-1.6436249999999974,0.7199999999999989,1.6199999999999974,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2001-07-10,2003-07-17,-3.0200000000000102,-2.750000000000007,-1.496682496607875,-1.3628731343283618,3.0200000000000102,2.750000000000007,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2003-07-17,2004-07-21,-0.9799999999999898,-2.119999999999997,-0.9674189189189089,-2.0927837837837813,0.9799999999999898,2.119999999999997,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2004-07-21,2005-07-18,-0.2300000000000039,-0.3599999999999994,-0.2320649171270758,-0.3632320441988944,0.2300000000000039,0.3599999999999994,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2005-07-18,2006-07-28,-1.8100000000000025,-1.5900000000000034,-1.7629400000000024,-1.5486600000000037,1.8100000000000025,1.5900000000000034,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2006-07-28,2006-10-02,-0.0899999999999963,0.0399999999999991,-0.4980681818181613,0.2213636363636316,0.0899999999999963,0.0399999999999991,False,False
burty,Бурты,burty_profile_1,burty_profile_3,ПРОФИЛЬ № 1,ПРОФИЛЬ № 3,2006-10-02,2008-11-22,-2.6100000000000065,-2.799999999999997,-1.219056905370847,-1.30780051150895,2.6100000000000065,2.799999999999997,False,False
