target,validation_scheme,model,n_rows,n_train,n_test,n_features_raw,cv_folds,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,test_mae,test_rmse,test_r2,target_decision_note,is_best_by_test_mae
retreat_rate_abs_m_per_year,случайное разбиение на обучение и тест,HistGradientBoostingRegressor,575,460,115,23,5,1.4449804622913476,0.19135035791472843,3.62150340067017,1.281321715473624,0.02526527359537605,0.4452079867215489,1.7842141502577182,6.775937839331422,0.35875837581028913,"Выбрана целевая переменная `retreat_rate_abs_m_per_year`: это беззнаковая интенсивность изменения береговой бровки, нормированная на длительность интервала. Такая целевая переменная безопаснее для базовой регрессии, чем знаковые метрики, потому что знак смещения требует отдельной доменной интерпретации.",True
retreat_rate_abs_m_per_year,случайное разбиение на обучение и тест,RandomForestRegressor,575,460,115,23,5,1.3488512295355954,0.2875804742811003,3.4471981969151004,1.575452931914232,0.24574834870534584,0.18505878853568497,1.9563568943693845,7.280294909987028,0.2597458972134463,"Выбрана целевая переменная `retreat_rate_abs_m_per_year`: это беззнаковая интенсивность изменения береговой бровки, нормированная на длительность интервала. Такая целевая переменная безопаснее для базовой регрессии, чем знаковые метрики, потому что знак смещения требует отдельной доменной интерпретации.",False
retreat_rate_abs_m_per_year,случайное разбиение на обучение и тест,Ridge,575,460,115,23,5,1.6476023757701828,0.20650462240747147,3.6392997540760996,1.6283162880338429,0.1605813994230068,0.09262126204996264,2.075951249862366,7.693683102766184,0.1732932814285102,"Выбрана целевая переменная `retreat_rate_abs_m_per_year`: это беззнаковая интенсивность изменения береговой бровки, нормированная на длительность интервала. Такая целевая переменная безопаснее для базовой регрессии, чем знаковые метрики, потому что знак смещения требует отдельной доменной интерпретации.",False
retreat_rate_abs_m_per_year,случайное разбиение на обучение и тест,MLPRegressor,575,460,115,23,5,1.4464261773877,0.22331540070769954,3.5968205987975685,1.753401732906746,0.2186307844698284,0.01813733477030079,2.114569254261165,8.033015060667406,0.09876086641690152,"Выбрана целевая переменная `retreat_rate_abs_m_per_year`: это беззнаковая интенсивность изменения береговой бровки, нормированная на длительность интервала. Такая целевая переменная безопаснее для базовой регрессии, чем знаковые метрики, потому что знак смещения требует отдельной доменной интерпретации.",False
retreat_rate_abs_m_per_year,случайное разбиение на обучение и тест,DummyRegressor_median,575,460,115,23,5,1.9986150008249997,0.42009208897138234,4.2320532752167,1.9761410110001039,-0.10063234239581935,0.03548791213856136,2.4483326156266454,8.607618514927953,-0.03478208461309662,"Выбрана целевая переменная `retreat_rate_abs_m_per_year`: это беззнаковая интенсивность изменения береговой бровки, нормированная на длительность интервала. Такая целевая переменная безопаснее для базовой регрессии, чем знаковые метрики, потому что знак смещения требует отдельной доменной интерпретации.",False
