obs_id,site_id,profile_id,obs_date,survey_year,measured_point_name,pn_name,raw_measured_distance_m,gp_to_pn_offset_m,brow_position_pn_m,brow_position_raw_m,raw_value_text,is_missing,missing_reason,qc_flag,qc_note,source_file,source_sheet,source_row
molchanovka_profile_59_25,molchanovka,molchanovka_profile_59,2015-07-15,2015.0,133.0,133.0,86.12,0.0,86.12,86.12,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,25
molchanovka_profile_59_26,molchanovka,molchanovka_profile_59,2016-05-25,2016.0,133.0,133.0,86.09,0.0,86.09,86.09,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,26
molchanovka_profile_59_27,molchanovka,molchanovka_profile_59,2016-09-17,2016.0,133.0,133.0,86.04,0.0,86.04,86.04,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,27
molchanovka_profile_59_28,molchanovka,molchanovka_profile_59,2019-08-14,2019.0,133.0,133.0,84.0,0.0,84.0,84.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,28
molchanovka_profile_59_29,molchanovka,molchanovka_profile_59,2021-07-07,2021.0,133.0,133.0,81.77,0.0,81.77,81.77,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,29
molchanovka_profile_59_30,molchanovka,molchanovka_profile_59,2022-08-03,2022.0,133.0,133.0,81.0,0.0,81.0,81.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Молчановка,30
nizhniy_balykley_profile_52_5,nizhniy_balykley,nizhniy_balykley_profile_52,,,,,,,,,"до ПН, м",True,all_numeric_fields_missing,INVALID_NUMERIC;MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,5
nizhniy_balykley_profile_52_7,nizhniy_balykley,nizhniy_balykley_profile_52,1958-09-28,1958.0,124.0,124F,158.0,96.74,254.74,158.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,7
nizhniy_balykley_profile_52_8,nizhniy_balykley,nizhniy_balykley_profile_52,1960-10-22,1960.0,124.0,124F,149.6,96.74,246.33999999999997,149.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,8
nizhniy_balykley_profile_52_9,nizhniy_balykley,nizhniy_balykley_profile_52,1965-07-27,1965.0,124.0,124F,121.8,96.74,218.54,121.8,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,9
nizhniy_balykley_profile_52_10,nizhniy_balykley,nizhniy_balykley_profile_52,1970-07-15,1970.0,124.0,124F,96.0,96.74,192.74,96.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,10
nizhniy_balykley_profile_52_11,nizhniy_balykley,nizhniy_balykley_profile_52,1974-07-17,1974.0,124.0,124F,73.0,96.74,169.74,73.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,11
nizhniy_balykley_profile_52_12,nizhniy_balykley,nizhniy_balykley_profile_52,1980-11-13,1980.0,шт. 7407,124F,16.6,128.56,145.16,16.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,12
nizhniy_balykley_profile_52_13,nizhniy_balykley,nizhniy_balykley_profile_52,1986-10-30,1986.0,124.0,124F,27.1,96.74,123.84,27.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,13
nizhniy_balykley_profile_52_14,nizhniy_balykley,nizhniy_balykley_profile_52,1991-10-17,1991.0,124.0,124F,5.4,96.74,102.14,5.4,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,14
nizhniy_balykley_profile_52_15,nizhniy_balykley,nizhniy_balykley_profile_52,1995-07-18,1995.0,124В,124F,14.2,67.91,82.11,14.2,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,15
nizhniy_balykley_profile_52_16,nizhniy_balykley,nizhniy_balykley_profile_52,1999-07-02,1999.0,124.0,124F,-22.31,96.74,74.42999999999999,-22.31,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,16
nizhniy_balykley_profile_52_17,nizhniy_balykley,nizhniy_balykley_profile_52,2000-07-07,2000.0,124D,124F,27.28,35.42,62.7,27.28,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,17
nizhniy_balykley_profile_52_18,nizhniy_balykley,nizhniy_balykley_profile_52,2001-07-07,2001.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,18
nizhniy_balykley_profile_52_19,nizhniy_balykley,nizhniy_balykley_profile_52,2005-10-11,2005.0,124D,124F,8.4,35.42,43.82,8.4,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,19
nizhniy_balykley_profile_52_20,nizhniy_balykley,nizhniy_balykley_profile_52,2006-07-19,2006.0,124D,124F,5.1,35.42,40.52,5.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,20
nizhniy_balykley_profile_52_21,nizhniy_balykley,nizhniy_balykley_profile_52,2006-10-03,2006.0,124D,124F,3.59,35.42,39.010000000000005,3.59,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,21
nizhniy_balykley_profile_52_22,nizhniy_balykley,nizhniy_balykley_profile_52,2009-07-17,2009.0,124F,124F,29.85,0.0,29.85,29.85,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,22
nizhniy_balykley_profile_52_23,nizhniy_balykley,nizhniy_balykley_profile_52,2010-07-22,2010.0,124F,124F,27.56,0.0,27.56,27.56,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,23
nizhniy_balykley_profile_52_24,nizhniy_balykley,nizhniy_balykley_profile_52,2011-09-13,2011.0,124F,124F,26.38,0.0,26.38,26.38,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,24
nizhniy_balykley_profile_52_25,nizhniy_balykley,nizhniy_balykley_profile_52,2012-09-25,2012.0,124F,124F,25.7,0.0,25.7,25.7,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,25
nizhniy_balykley_profile_52_26,nizhniy_balykley,nizhniy_balykley_profile_52,2013-07-12,2013.0,124F,124F,24.33,0.0,24.33,24.33,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,26
nizhniy_balykley_profile_52_27,nizhniy_balykley,nizhniy_balykley_profile_52,2015-07-14,2015.0,*,*,22.1,0.0,22.1,22.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,27
nizhniy_balykley_profile_52_28,nizhniy_balykley,nizhniy_balykley_profile_52,2016-05-26,2016.0,*,*,19.92,0.0,19.92,19.92,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,28
nizhniy_balykley_profile_52_29,nizhniy_balykley,nizhniy_balykley_profile_52,2021-07-08,2021.0,*,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,29
nizhniy_balykley_profile_52_30,nizhniy_balykley,nizhniy_balykley_profile_52,2022-10-12,2022.0,*,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,30
nizhniy_balykley_profile_52_31,nizhniy_balykley,nizhniy_balykley_profile_52,2024-07-16,2024.0,*,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,31
nizhniy_balykley_profile_53_5,nizhniy_balykley,nizhniy_balykley_profile_53,,,,,,,,,"до ПН, м",True,all_numeric_fields_missing,INVALID_NUMERIC;MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,5
nizhniy_balykley_profile_53_7,nizhniy_balykley,nizhniy_balykley_profile_53,1958-09-28,1958.0,126.0,126В,164.0,107.83,271.83,164.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,7
nizhniy_balykley_profile_53_8,nizhniy_balykley,nizhniy_balykley_profile_53,1960-10-22,1960.0,126.0,126В,155.9,107.83,263.73,155.9,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,8
nizhniy_balykley_profile_53_9,nizhniy_balykley,nizhniy_balykley_profile_53,1965-07-27,1965.0,126.0,126В,130.6,107.83,238.43,130.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,9
nizhniy_balykley_profile_53_10,nizhniy_balykley,nizhniy_balykley_profile_53,1970-07-15,1970.0,126.0,126В,104.2,107.83,212.03,104.2,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,10
nizhniy_balykley_profile_53_11,nizhniy_balykley,nizhniy_balykley_profile_53,1974-07-17,1974.0,126.0,126В,85.6,107.83,193.43,85.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,11
nizhniy_balykley_profile_53_12,nizhniy_balykley,nizhniy_balykley_profile_53,1980-11-13,1980.0,126.0,126В,56.1,107.83,163.93,56.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,12
nizhniy_balykley_profile_53_13,nizhniy_balykley,nizhniy_balykley_profile_53,1986-10-30,1986.0,126.0,126В,33.65,107.83,141.48,33.65,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,13
nizhniy_balykley_profile_53_14,nizhniy_balykley,nizhniy_balykley_profile_53,1991-10-17,1991.0,126.0,126В,12.63,107.83,120.46,12.63,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,14
nizhniy_balykley_profile_53_15,nizhniy_balykley,nizhniy_balykley_profile_53,1995-07-18,1995.0,126В,126В,104.04,0.0,104.04,104.04,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,15
nizhniy_balykley_profile_53_16,nizhniy_balykley,nizhniy_balykley_profile_53,1999-07-02,1999.0,126В,126В,90.13,0.0,90.13,90.13,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,16
nizhniy_balykley_profile_53_17,nizhniy_balykley,nizhniy_balykley_profile_53,2000-07-07,2000.0,126С,126В,189.44,-104.14,85.3,189.44,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,17
nizhniy_balykley_profile_53_18,nizhniy_balykley,nizhniy_balykley_profile_53,2001-07-07,2001.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,18
nizhniy_balykley_profile_53_19,nizhniy_balykley,nizhniy_balykley_profile_53,2005-10-11,2005.0,126В,126В,67.43,0.0,67.43,67.43,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,19
nizhniy_balykley_profile_53_20,nizhniy_balykley,nizhniy_balykley_profile_53,2006-07-19,2006.0,126В,126В,64.67,0.0,64.67,64.67,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,20
nizhniy_balykley_profile_53_21,nizhniy_balykley,nizhniy_balykley_profile_53,2006-10-03,2006.0,126В,126В,61.92,0.0,61.92,61.92,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,21
nizhniy_balykley_profile_53_22,nizhniy_balykley,nizhniy_balykley_profile_53,2009-07-17,2009.0,126В*,126В*,50.7,0.0,50.7,50.7,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,22
nizhniy_balykley_profile_53_23,nizhniy_balykley,nizhniy_balykley_profile_53,2010-07-22,2010.0,126В(1007),126В(1007),49.66,0.0,49.66,49.66,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,23
nizhniy_balykley_profile_53_24,nizhniy_balykley,nizhniy_balykley_profile_53,2011-09-13,2011.0,126D(1007),126В(1007),177.51,-128.13,49.379999999999995,177.51,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,24
nizhniy_balykley_profile_53_25,nizhniy_balykley,nizhniy_balykley_profile_53,2012-09-25,2012.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,25
nizhniy_balykley_profile_53_26,nizhniy_balykley,nizhniy_balykley_profile_53,2013-07-12,2013.0,126 D дер.кол,126В(1007),173.99,-128.13,45.860000000000014,173.99,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,26
nizhniy_balykley_profile_53_27,nizhniy_balykley,nizhniy_balykley_profile_53,2015-07-14,2015.0,126Е(1107),126В(1007),229.35,-174.72,54.629999999999995,229.35,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,27
nizhniy_balykley_profile_53_28,nizhniy_balykley,nizhniy_balykley_profile_53,2016-05-26,2016.0,126Е(1107),126В(1007),216.72,-174.72,42.0,216.72,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,28
nizhniy_balykley_profile_53_29,nizhniy_balykley,nizhniy_balykley_profile_53,2021-07-08,2021.0,126F(1107),126В(1007),239.22,-210.89,28.330000000000013,239.22,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,29
nizhniy_balykley_profile_53_30,nizhniy_balykley,nizhniy_balykley_profile_53,2022-10-12,2022.0,126Е(1107),126В(1007),200.01,-174.72,25.289999999999992,200.01,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,30
nizhniy_balykley_profile_53_31,nizhniy_balykley,nizhniy_balykley_profile_53,2024-07-16,2024.0,126Е(1107),126В(1007),197.76,-174.72,23.039999999999992,197.76,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,31
nizhniy_balykley_profile_54_5,nizhniy_balykley,nizhniy_balykley_profile_54,,,,,,,,,"до ПН, м",True,all_numeric_fields_missing,INVALID_NUMERIC;MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,5
nizhniy_balykley_profile_54_7,nizhniy_balykley,nizhniy_balykley_profile_54,1958-09-28,1958.0,128.0,128В,142.0,198.85,340.85,142.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,7
nizhniy_balykley_profile_54_8,nizhniy_balykley,nizhniy_balykley_profile_54,1960-10-22,1960.0,128.0,128В,129.6,198.85,328.45,129.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,8
nizhniy_balykley_profile_54_9,nizhniy_balykley,nizhniy_balykley_profile_54,1965-07-27,1965.0,128.0,128В,105.3,198.85,304.15,105.3,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,9
nizhniy_balykley_profile_54_10,nizhniy_balykley,nizhniy_balykley_profile_54,1970-07-15,1970.0,128.0,128В,81.2,198.85,280.05,81.2,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,10
nizhniy_balykley_profile_54_11,nizhniy_balykley,nizhniy_balykley_profile_54,1974-07-17,1974.0,128.0,128В,62.1,198.85,260.95,62.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,11
nizhniy_balykley_profile_54_12,nizhniy_balykley,nizhniy_balykley_profile_54,1980-11-13,1980.0,128.0,128В,40.67,198.85,239.51999999999998,40.67,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,12
nizhniy_balykley_profile_54_13,nizhniy_balykley,nizhniy_balykley_profile_54,1986-10-30,1986.0,128.0,128В,16.3,198.85,215.15,16.3,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,13
nizhniy_balykley_profile_54_14,nizhniy_balykley,nizhniy_balykley_profile_54,1991-10-17,1991.0,128А,128В,73.23,118.85,192.07999999999998,73.23,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,14
nizhniy_balykley_profile_54_15,nizhniy_balykley,nizhniy_balykley_profile_54,1995-07-18,1995.0,128А,128В,55.5,118.85,174.35,55.5,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,15
nizhniy_balykley_profile_54_16,nizhniy_balykley,nizhniy_balykley_profile_54,1999-07-02,1999.0,128А,128В,43.13,118.85,161.98,43.13,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,16
nizhniy_balykley_profile_54_17,nizhniy_balykley,nizhniy_balykley_profile_54,2000-07-07,2000.0,128А,128В,37.99,118.85,156.84,37.99,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,17
nizhniy_balykley_profile_54_18,nizhniy_balykley,nizhniy_balykley_profile_54,2001-07-07,2001.0,128А,128В,34.54,118.85,153.39,34.54,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,18
nizhniy_balykley_profile_54_19,nizhniy_balykley,nizhniy_balykley_profile_54,2005-10-11,2005.0,128А,128В,18.1,118.85,136.95,18.1,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,19
nizhniy_balykley_profile_54_20,nizhniy_balykley,nizhniy_balykley_profile_54,2006-07-19,2006.0,128А,128В,15.94,118.85,134.79,15.94,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,20
nizhniy_balykley_profile_54_21,nizhniy_balykley,nizhniy_balykley_profile_54,2006-10-03,2006.0,128А,128В,16.5,118.85,135.35,16.5,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,21
nizhniy_balykley_profile_54_22,nizhniy_balykley,nizhniy_balykley_profile_54,2009-07-17,2009.0,128С,128В,243.05,-115.9,127.15,243.05,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,22
nizhniy_balykley_profile_54_23,nizhniy_balykley,nizhniy_balykley_profile_54,2010-07-22,2010.0,128В(1007),128В(1007),123.35,0.0,123.35,123.35,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,23
nizhniy_balykley_profile_54_24,nizhniy_balykley,nizhniy_balykley_profile_54,2011-09-13,2011.0,128В(1007),128В(1007),122.69,0.0,122.69,122.69,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,24
nizhniy_balykley_profile_54_25,nizhniy_balykley,nizhniy_balykley_profile_54,2012-09-25,2012.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,25
nizhniy_balykley_profile_54_26,nizhniy_balykley,nizhniy_balykley_profile_54,2013-07-12,2013.0,128С,128В(1007),234.0,-115.99,118.01,234.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,26
nizhniy_balykley_profile_54_27,nizhniy_balykley,nizhniy_balykley_profile_54,2015-07-14,2015.0,128С,128В(1007),228.43,-115.99,112.44000000000001,228.43,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,27
nizhniy_balykley_profile_54_28,nizhniy_balykley,nizhniy_balykley_profile_54,2016-05-26,2016.0,128С,128В(1007),225.98,-115.99,109.99,225.98,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,28
nizhniy_balykley_profile_54_29,nizhniy_balykley,nizhniy_balykley_profile_54,2021-07-08,2021.0,128C,128В(1007),211.72,-115.99,95.73,211.72,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,29
nizhniy_balykley_profile_54_30,nizhniy_balykley,nizhniy_balykley_profile_54,2022-10-12,2022.0,128С,128В(1007),209.68,-115.99,93.69000000000001,209.68,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,30
nizhniy_balykley_profile_54_31,nizhniy_balykley,nizhniy_balykley_profile_54,2024-07-16,2024.0,128С,128В(1007),204.92,-115.99,88.92999999999999,204.92,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Балыклей,31
nizhniy_urakov_profile_1_5,nizhniy_urakov,nizhniy_urakov_profile_1,,,,,,,,,"до ПН, м",True,all_numeric_fields_missing,INVALID_NUMERIC;MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,5
nizhniy_urakov_profile_1_7,nizhniy_urakov,nizhniy_urakov_profile_1,1987-06-28,1987.0,1а,10.0,4.0,66.63,70.63,4.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,7
nizhniy_urakov_profile_1_8,nizhniy_urakov,nizhniy_urakov_profile_1,1989-08-07,1989.0,1в,10.0,1.04,69.58,70.62,1.04,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,8
nizhniy_urakov_profile_1_9,nizhniy_urakov,nizhniy_urakov_profile_1,1993-05-27,1993.0,1.0,10.0,20.18,44.23,64.41,20.18,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,9
nizhniy_urakov_profile_1_10,nizhniy_urakov,nizhniy_urakov_profile_1,1995-07-21,1995.0,1.0,10.0,15.6,44.23,59.83,15.6,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,10
nizhniy_urakov_profile_1_11,nizhniy_urakov,nizhniy_urakov_profile_1,1995-10-13,1995.0,1.0,10.0,15.18,44.23,59.41,15.18,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,11
nizhniy_urakov_profile_1_12,nizhniy_urakov,nizhniy_urakov_profile_1,1999-07-08,1999.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,12
nizhniy_urakov_profile_1_13,nizhniy_urakov,nizhniy_urakov_profile_1,2000-07-08,2000.0,10.0,10.0,54.28,0.0,54.28,54.28,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,13
nizhniy_urakov_profile_1_14,nizhniy_urakov,nizhniy_urakov_profile_1,2001-07-16,2001.0,1.0,10.0,8.9,44.23,53.129999999999995,8.9,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,14
nizhniy_urakov_profile_1_15,nizhniy_urakov,nizhniy_urakov_profile_1,2003-07-25,2003.0,10.0,10.0,49.0,0.0,49.0,49.0,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,15
nizhniy_urakov_profile_1_16,nizhniy_urakov,nizhniy_urakov_profile_1,2004-07-22,2004.0,1.0,10.0,2.76,44.23,46.989999999999995,2.76,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,16
nizhniy_urakov_profile_1_17,nizhniy_urakov,nizhniy_urakov_profile_1,2005-07-21,2005.0,1.0,10.0,2.61,44.23,46.839999999999996,2.61,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,17
nizhniy_urakov_profile_1_18,nizhniy_urakov,nizhniy_urakov_profile_1,2006-07-23,2006.0,1.0,10.0,1.91,44.23,46.13999999999999,1.91,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,18
nizhniy_urakov_profile_1_19,nizhniy_urakov,nizhniy_urakov_profile_1,2006-09-29,2006.0,1.0,10.0,1.96,44.23,46.19,1.96,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,19
nizhniy_urakov_profile_1_20,nizhniy_urakov,nizhniy_urakov_profile_1,2009-07-18,2009.0,11.0,10.0,13.42,30.0,43.42,13.42,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,20
nizhniy_urakov_profile_1_21,nizhniy_urakov,nizhniy_urakov_profile_1,2009-09-30,2009.0,11.0,10.0,13.5,30.0,43.5,13.5,,False,,ROW_NOTE,"Наблюдения ОГ ВЦГМС по трём УПБ (предоставлены вместе с данными к ВПУ-2010). * По створу № 2 измерено расстояние от Рп 2а до бровки, равное 7,15 м, не соответствующее предшествующим данным и поэтому в Сведения не включено.",data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,21
nizhniy_urakov_profile_1_22,nizhniy_urakov,nizhniy_urakov_profile_1,2010-07-23,2010.0,,,,,,,,True,all_numeric_fields_missing,MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,22
nizhniy_urakov_profile_1_23,nizhniy_urakov,nizhniy_urakov_profile_1,2011-09-15,2011.0,11.0,10.0,13.23,30.0,43.230000000000004,13.23,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,23
nizhniy_urakov_profile_1_24,nizhniy_urakov,nizhniy_urakov_profile_1,2012-10-14,2012.0,11.0,10.0,12.73,30.0,42.730000000000004,12.73,,False,,ROW_NOTE,"На ппс № 3 репер 3 не найден, домер не производился.",data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,24
nizhniy_urakov_profile_1_25,nizhniy_urakov,nizhniy_urakov_profile_1,2013-07-10,2013.0,11.0,10.0,12.8,30.0,42.8,12.8,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,25
nizhniy_urakov_profile_1_26,nizhniy_urakov,nizhniy_urakov_profile_1,2014-07-12,2014.0,11.0,10.0,12.48,30.0,42.480000000000004,12.48,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,26
nizhniy_urakov_profile_1_27,nizhniy_urakov,nizhniy_urakov_profile_1,2016-05-25,2016.0,11.0,10.0,12.15,30.0,42.15,12.15,,False,,ROW_NOTE,На ППС № 3 возможно домер сделан с ошибкой.,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,27
nizhniy_urakov_profile_1_28,nizhniy_urakov,nizhniy_urakov_profile_1,2019-08-13,2019.0,11.0,10.0,7.54,30.0,37.54,7.54,,False,,,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,28
nizhniy_urakov_profile_1_29,nizhniy_urakov,nizhniy_urakov_profile_1,2020-09-16,2020.0,11.0,10.0,5.79,30.0,35.79,5.79,,False,,ROW_NOTE,"Плякин, Виняр",data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,29
nizhniy_urakov_profile_1_30,nizhniy_urakov,nizhniy_urakov_profile_1,2022-08-02,2022.0,11.0,10.0,4.58,30.0,34.58,4.58,,False,,ROW_NOTE,* - домер не выполнен из-за недостатка времени.,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,30
nizhniy_urakov_profile_2_5,nizhniy_urakov,nizhniy_urakov_profile_2,,,,,,,,,"до ПН, м",True,all_numeric_fields_missing,INVALID_NUMERIC;MISSING_NUMERIC,,data/raw/profiles/251001 БРОВКИ Баранова.xls,Нижний Ураков,5
