wind_obs_id,station_id,station_name,obs_datetime,obs_date,year,month,day,hour,wind_dir_text,wind_dir_deg,wind_speed_ms,wind_gust_ms,source_file,source_sheet,source_row,is_missing,missing_reason,qc_flag,qc_note
kamyshin_2011_3,kamyshin,Камышин,2011-03-01T06:00:00,2011-03-01,2011.0,3.0,1.0,6,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,3,False,,,
kamyshin_2011_5,kamyshin,Камышин,2011-03-04T18:00:00,2011-03-04,2011.0,3.0,4.0,18,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,5,False,,,
kamyshin_2011_7,kamyshin,Камышин,2011-03-05T00:00:00,2011-03-05,2011.0,3.0,5.0,0,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,7,False,,,
kamyshin_2011_9,kamyshin,Камышин,2011-03-05T03:00:00,2011-03-05,2011.0,3.0,5.0,3,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,9,False,,,
kamyshin_2011_11,kamyshin,Камышин,2011-03-05T06:00:00,2011-03-05,2011.0,3.0,5.0,6,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,11,False,,,
kamyshin_2011_13,kamyshin,Камышин,2011-03-05T09:00:00,2011-03-05,2011.0,3.0,5.0,9,З,270.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,13,False,,,
kamyshin_2011_15,kamyshin,Камышин,2011-03-05T12:00:00,2011-03-05,2011.0,3.0,5.0,12,ЮЗ,225.0,12.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,15,False,,,
kamyshin_2011_17,kamyshin,Камышин,2011-03-05T15:00:00,2011-03-05,2011.0,3.0,5.0,15,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,17,False,,,
kamyshin_2011_19,kamyshin,Камышин,2011-03-05T18:00:00,2011-03-05,2011.0,3.0,5.0,18,ЮЗ,225.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,19,False,,,
kamyshin_2011_20,kamyshin,Камышин,2011-03-05T21:00:00,2011-03-05,2011.0,3.0,5.0,21,З,270.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,20,False,,,
kamyshin_2011_22,kamyshin,Камышин,2011-03-06T00:00:00,2011-03-06,2011.0,3.0,6.0,0,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,22,False,,,
kamyshin_2011_24,kamyshin,Камышин,2011-03-06T03:00:00,2011-03-06,2011.0,3.0,6.0,3,З,270.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,24,False,,,
kamyshin_2011_25,kamyshin,Камышин,2011-03-06T06:00:00,2011-03-06,2011.0,3.0,6.0,6,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,25,False,,,
kamyshin_2011_27,kamyshin,Камышин,2011-03-06T09:00:00,2011-03-06,2011.0,3.0,6.0,9,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,27,False,,,
kamyshin_2011_29,kamyshin,Камышин,2011-03-06T12:00:00,2011-03-06,2011.0,3.0,6.0,12,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,29,False,,,
kamyshin_2011_31,kamyshin,Камышин,2011-03-07T18:00:00,2011-03-07,2011.0,3.0,7.0,18,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,31,False,,,
kamyshin_2011_32,kamyshin,Камышин,2011-03-07T21:00:00,2011-03-07,2011.0,3.0,7.0,21,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,32,False,,,
kamyshin_2011_34,kamyshin,Камышин,2011-03-10T12:00:00,2011-03-10,2011.0,3.0,10.0,12,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,34,False,,,
kamyshin_2011_36,kamyshin,Камышин,2011-03-10T15:00:00,2011-03-10,2011.0,3.0,10.0,15,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,36,False,,,
kamyshin_2011_38,kamyshin,Камышин,2011-03-11T03:00:00,2011-03-11,2011.0,3.0,11.0,3,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,38,False,,,
kamyshin_2011_40,kamyshin,Камышин,2011-03-11T06:00:00,2011-03-11,2011.0,3.0,11.0,6,СВ,45.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,40,False,,,
kamyshin_2011_42,kamyshin,Камышин,2011-03-11T09:00:00,2011-03-11,2011.0,3.0,11.0,9,СВ,45.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,42,False,,,
kamyshin_2011_44,kamyshin,Камышин,2011-03-11T12:00:00,2011-03-11,2011.0,3.0,11.0,12,СВ,45.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,44,False,,,
kamyshin_2011_46,kamyshin,Камышин,2011-03-11T15:00:00,2011-03-11,2011.0,3.0,11.0,15,СВ,45.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,46,False,,,
kamyshin_2011_48,kamyshin,Камышин,2011-03-13T09:00:00,2011-03-13,2011.0,3.0,13.0,9,СЗ,315.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,48,False,,,
kamyshin_2011_50,kamyshin,Камышин,2011-03-13T15:00:00,2011-03-13,2011.0,3.0,13.0,15,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,50,False,,,
kamyshin_2011_52,kamyshin,Камышин,2011-03-13T18:00:00,2011-03-13,2011.0,3.0,13.0,18,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,52,False,,,
kamyshin_2011_53,kamyshin,Камышин,2011-03-14T00:00:00,2011-03-14,2011.0,3.0,14.0,0,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,53,False,,,
kamyshin_2011_55,kamyshin,Камышин,2011-03-14T03:00:00,2011-03-14,2011.0,3.0,14.0,3,СЗ,315.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,55,False,,,
kamyshin_2011_57,kamyshin,Камышин,2011-03-15T00:00:00,2011-03-15,2011.0,3.0,15.0,0,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,57,False,,,
kamyshin_2011_59,kamyshin,Камышин,2011-03-15T03:00:00,2011-03-15,2011.0,3.0,15.0,3,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,59,False,,,
kamyshin_2011_61,kamyshin,Камышин,2011-03-15T06:00:00,2011-03-15,2011.0,3.0,15.0,6,Ю,180.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,61,False,,,
kamyshin_2011_63,kamyshin,Камышин,2011-03-15T09:00:00,2011-03-15,2011.0,3.0,15.0,9,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,63,False,,,
kamyshin_2011_65,kamyshin,Камышин,2011-03-15T12:00:00,2011-03-15,2011.0,3.0,15.0,12,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,65,False,,,
kamyshin_2011_67,kamyshin,Камышин,2011-03-15T15:00:00,2011-03-15,2011.0,3.0,15.0,15,Ю,180.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,67,False,,,
kamyshin_2011_69,kamyshin,Камышин,2011-03-15T18:00:00,2011-03-15,2011.0,3.0,15.0,18,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,69,False,,,
kamyshin_2011_71,kamyshin,Камышин,2011-03-15T21:00:00,2011-03-15,2011.0,3.0,15.0,21,ЮЗ,225.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,71,False,,,
kamyshin_2011_73,kamyshin,Камышин,2011-03-16T03:00:00,2011-03-16,2011.0,3.0,16.0,3,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,73,False,,,
kamyshin_2011_75,kamyshin,Камышин,2011-03-16T21:00:00,2011-03-16,2011.0,3.0,16.0,21,СЗ,315.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,75,False,,,
kamyshin_2011_76,kamyshin,Камышин,2011-03-21T09:00:00,2011-03-21,2011.0,3.0,21.0,9,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,76,False,,,
kamyshin_2011_78,kamyshin,Камышин,2011-03-23T09:00:00,2011-03-23,2011.0,3.0,23.0,9,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,78,False,,,
kamyshin_2011_80,kamyshin,Камышин,2011-03-23T12:00:00,2011-03-23,2011.0,3.0,23.0,12,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,80,False,,,
kamyshin_2011_82,kamyshin,Камышин,2011-03-23T15:00:00,2011-03-23,2011.0,3.0,23.0,15,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,82,False,,,
kamyshin_2011_84,kamyshin,Камышин,2011-03-23T18:00:00,2011-03-23,2011.0,3.0,23.0,18,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,84,False,,,
kamyshin_2011_86,kamyshin,Камышин,2011-03-23T21:00:00,2011-03-23,2011.0,3.0,23.0,21,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,86,False,,,
kamyshin_2011_88,kamyshin,Камышин,2011-03-24T00:00:00,2011-03-24,2011.0,3.0,24.0,0,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,88,False,,,
kamyshin_2011_90,kamyshin,Камышин,2011-03-24T03:00:00,2011-03-24,2011.0,3.0,24.0,3,СЗ,315.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,90,False,,,
kamyshin_2011_92,kamyshin,Камышин,2011-03-24T06:00:00,2011-03-24,2011.0,3.0,24.0,6,З,270.0,11.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,92,False,,,
kamyshin_2011_94,kamyshin,Камышин,2011-03-24T09:00:00,2011-03-24,2011.0,3.0,24.0,9,З,270.0,11.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,94,False,,,
kamyshin_2011_96,kamyshin,Камышин,2011-03-24T12:00:00,2011-03-24,2011.0,3.0,24.0,12,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,96,False,,,
kamyshin_2011_98,kamyshin,Камышин,2011-03-24T15:00:00,2011-03-24,2011.0,3.0,24.0,15,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,98,False,,,
kamyshin_2011_100,kamyshin,Камышин,2011-03-24T18:00:00,2011-03-24,2011.0,3.0,24.0,18,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,100,False,,,
kamyshin_2011_102,kamyshin,Камышин,2011-03-24T21:00:00,2011-03-24,2011.0,3.0,24.0,21,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,102,False,,,
kamyshin_2011_104,kamyshin,Камышин,2011-03-25T00:00:00,2011-03-25,2011.0,3.0,25.0,0,З,270.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,104,False,,,
kamyshin_2011_106,kamyshin,Камышин,2011-03-25T03:00:00,2011-03-25,2011.0,3.0,25.0,3,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,106,False,,,
kamyshin_2011_108,kamyshin,Камышин,2011-03-25T06:00:00,2011-03-25,2011.0,3.0,25.0,6,З,270.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,108,False,,,
kamyshin_2011_109,kamyshin,Камышин,2011-03-25T09:00:00,2011-03-25,2011.0,3.0,25.0,9,З,270.0,13.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,109,False,,,
kamyshin_2011_111,kamyshin,Камышин,2011-03-25T12:00:00,2011-03-25,2011.0,3.0,25.0,12,СЗ,315.0,12.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,111,False,,,
kamyshin_2011_113,kamyshin,Камышин,2011-03-25T15:00:00,2011-03-25,2011.0,3.0,25.0,15,З,270.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,113,False,,,
kamyshin_2011_115,kamyshin,Камышин,2011-03-25T18:00:00,2011-03-25,2011.0,3.0,25.0,18,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,115,False,,,
kamyshin_2011_117,kamyshin,Камышин,2011-03-25T21:00:00,2011-03-25,2011.0,3.0,25.0,21,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,117,False,,,
kamyshin_2011_118,kamyshin,Камышин,2011-03-26T00:00:00,2011-03-26,2011.0,3.0,26.0,0,СЗ,315.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,118,False,,,
kamyshin_2011_120,kamyshin,Камышин,2011-03-26T03:00:00,2011-03-26,2011.0,3.0,26.0,3,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,120,False,,,
kamyshin_2011_122,kamyshin,Камышин,2011-03-26T12:00:00,2011-03-26,2011.0,3.0,26.0,12,Ю,180.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,122,False,,,
kamyshin_2011_124,kamyshin,Камышин,2011-03-26T15:00:00,2011-03-26,2011.0,3.0,26.0,15,Ю,180.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,124,False,,,
kamyshin_2011_126,kamyshin,Камышин,2011-03-26T18:00:00,2011-03-26,2011.0,3.0,26.0,18,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,126,False,,,
kamyshin_2011_128,kamyshin,Камышин,2011-03-26T21:00:00,2011-03-26,2011.0,3.0,26.0,21,СЗ,315.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,128,False,,,
kamyshin_2011_130,kamyshin,Камышин,2011-03-28T21:00:00,2011-03-28,2011.0,3.0,28.0,21,ЮВ,135.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,130,False,,,
kamyshin_2011_132,kamyshin,Камышин,2011-03-29T09:00:00,2011-03-29,2011.0,3.0,29.0,9,Ю,180.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,132,False,,,
kamyshin_2011_134,kamyshin,Камышин,2011-03-29T12:00:00,2011-03-29,2011.0,3.0,29.0,12,Ю,180.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,134,False,,,
kamyshin_2011_136,kamyshin,Камышин,2011-03-30T21:00:00,2011-03-30,2011.0,3.0,30.0,21,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,136,False,,,
kamyshin_2011_138,kamyshin,Камышин,2011-03-31T00:00:00,2011-03-31,2011.0,3.0,31.0,0,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,138,False,,,
kamyshin_2011_140,kamyshin,Камышин,2011-03-31T03:00:00,2011-03-31,2011.0,3.0,31.0,3,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,140,False,,,
kamyshin_2011_142,kamyshin,Камышин,2011-03-31T06:00:00,2011-03-31,2011.0,3.0,31.0,6,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,142,False,,,
kamyshin_2011_144,kamyshin,Камышин,2011-04-01T09:00:00,2011-04-01,2011.0,4.0,1.0,9,С,0.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,144,False,,,
kamyshin_2011_146,kamyshin,Камышин,2011-04-01T12:00:00,2011-04-01,2011.0,4.0,1.0,12,С,0.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,146,False,,,
kamyshin_2011_148,kamyshin,Камышин,2011-04-04T09:00:00,2011-04-04,2011.0,4.0,4.0,9,В,90.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,148,False,,,
kamyshin_2011_150,kamyshin,Камышин,2011-04-04T12:00:00,2011-04-04,2011.0,4.0,4.0,12,В,90.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,150,False,,,
kamyshin_2011_152,kamyshin,Камышин,2011-04-05T09:00:00,2011-04-05,2011.0,4.0,5.0,9,В,90.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,152,False,,,
kamyshin_2011_154,kamyshin,Камышин,2011-04-05T12:00:00,2011-04-05,2011.0,4.0,5.0,12,В,90.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,154,False,,,
kamyshin_2011_156,kamyshin,Камышин,2011-04-05T15:00:00,2011-04-05,2011.0,4.0,5.0,15,В,90.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,156,False,,,
kamyshin_2011_158,kamyshin,Камышин,2011-04-06T06:00:00,2011-04-06,2011.0,4.0,6.0,6,СВ,45.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,158,False,,,
kamyshin_2011_160,kamyshin,Камышин,2011-04-06T09:00:00,2011-04-06,2011.0,4.0,6.0,9,В,90.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,160,False,,,
kamyshin_2011_162,kamyshin,Камышин,2011-04-06T12:00:00,2011-04-06,2011.0,4.0,6.0,12,ЮВ,135.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,162,False,,,
kamyshin_2011_164,kamyshin,Камышин,2011-04-07T18:00:00,2011-04-07,2011.0,4.0,7.0,18,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,164,False,,,
kamyshin_2011_166,kamyshin,Камышин,2011-04-08T06:00:00,2011-04-08,2011.0,4.0,8.0,6,Ю,180.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,166,False,,,
kamyshin_2011_168,kamyshin,Камышин,2011-04-08T09:00:00,2011-04-08,2011.0,4.0,8.0,9,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,168,False,,,
kamyshin_2011_170,kamyshin,Камышин,2011-04-08T12:00:00,2011-04-08,2011.0,4.0,8.0,12,Ю,180.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,170,False,,,
kamyshin_2011_172,kamyshin,Камышин,2011-04-08T15:00:00,2011-04-08,2011.0,4.0,8.0,15,Ю,180.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,172,False,,,
kamyshin_2011_174,kamyshin,Камышин,2011-04-08T18:00:00,2011-04-08,2011.0,4.0,8.0,18,Ю,180.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,174,False,,,
kamyshin_2011_176,kamyshin,Камышин,2011-04-08T21:00:00,2011-04-08,2011.0,4.0,8.0,21,Ю,180.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,176,False,,,
kamyshin_2011_178,kamyshin,Камышин,2011-04-09T00:00:00,2011-04-09,2011.0,4.0,9.0,0,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,178,False,,,
kamyshin_2011_180,kamyshin,Камышин,2011-04-09T03:00:00,2011-04-09,2011.0,4.0,9.0,3,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,180,False,,,
kamyshin_2011_182,kamyshin,Камышин,2011-04-09T06:00:00,2011-04-09,2011.0,4.0,9.0,6,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,182,False,,,
kamyshin_2011_184,kamyshin,Камышин,2011-04-09T09:00:00,2011-04-09,2011.0,4.0,9.0,9,ЮЗ,225.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,184,False,,,
kamyshin_2011_186,kamyshin,Камышин,2011-04-09T15:00:00,2011-04-09,2011.0,4.0,9.0,15,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,186,False,,,
kamyshin_2011_188,kamyshin,Камышин,2011-04-09T18:00:00,2011-04-09,2011.0,4.0,9.0,18,Ю,180.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,188,False,,,
kamyshin_2011_190,kamyshin,Камышин,2011-04-09T21:00:00,2011-04-09,2011.0,4.0,9.0,21,Ю,180.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,190,False,,,
kamyshin_2011_192,kamyshin,Камышин,2011-04-10T00:00:00,2011-04-10,2011.0,4.0,10.0,0,Ю,180.0,9.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,192,False,,,
kamyshin_2011_194,kamyshin,Камышин,2011-04-10T03:00:00,2011-04-10,2011.0,4.0,10.0,3,ЮЗ,225.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,194,False,,,
kamyshin_2011_196,kamyshin,Камышин,2011-04-10T06:00:00,2011-04-10,2011.0,4.0,10.0,6,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,196,False,,,
kamyshin_2011_198,kamyshin,Камышин,2011-04-10T09:00:00,2011-04-10,2011.0,4.0,10.0,9,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,198,False,,,
kamyshin_2011_200,kamyshin,Камышин,2011-04-10T12:00:00,2011-04-10,2011.0,4.0,10.0,12,З,270.0,12.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,200,False,,,
kamyshin_2011_202,kamyshin,Камышин,2011-04-10T15:00:00,2011-04-10,2011.0,4.0,10.0,15,ЮЗ,225.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,202,False,,,
kamyshin_2011_204,kamyshin,Камышин,2011-04-10T18:00:00,2011-04-10,2011.0,4.0,10.0,18,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,204,False,,,
kamyshin_2011_206,kamyshin,Камышин,2011-04-10T21:00:00,2011-04-10,2011.0,4.0,10.0,21,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,206,False,,,
kamyshin_2011_208,kamyshin,Камышин,2011-04-11T00:00:00,2011-04-11,2011.0,4.0,11.0,0,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,208,False,,,
kamyshin_2011_210,kamyshin,Камышин,2011-04-11T09:00:00,2011-04-11,2011.0,4.0,11.0,9,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,210,False,,,
kamyshin_2011_212,kamyshin,Камышин,2011-04-12T09:00:00,2011-04-12,2011.0,4.0,12.0,9,ЮЗ,225.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,212,False,,,
kamyshin_2011_214,kamyshin,Камышин,2011-04-12T12:00:00,2011-04-12,2011.0,4.0,12.0,12,Ю,180.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,214,False,,,
kamyshin_2011_216,kamyshin,Камышин,2011-04-14T09:00:00,2011-04-14,2011.0,4.0,14.0,9,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,216,False,,,
kamyshin_2011_218,kamyshin,Камышин,2011-04-14T12:00:00,2011-04-14,2011.0,4.0,14.0,12,СЗ,315.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,218,False,,,
kamyshin_2011_220,kamyshin,Камышин,2011-04-16T15:00:00,2011-04-16,2011.0,4.0,16.0,15,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,220,False,,,
kamyshin_2011_222,kamyshin,Камышин,2011-04-18T00:00:00,2011-04-18,2011.0,4.0,18.0,0,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,222,False,,,
kamyshin_2011_224,kamyshin,Камышин,2011-04-18T03:00:00,2011-04-18,2011.0,4.0,18.0,3,З,270.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,224,False,,,
kamyshin_2011_226,kamyshin,Камышин,2011-04-18T06:00:00,2011-04-18,2011.0,4.0,18.0,6,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,226,False,,,
kamyshin_2011_228,kamyshin,Камышин,2011-04-18T09:00:00,2011-04-18,2011.0,4.0,18.0,9,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,228,False,,,
kamyshin_2011_230,kamyshin,Камышин,2011-04-18T12:00:00,2011-04-18,2011.0,4.0,18.0,12,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,230,False,,,
kamyshin_2011_232,kamyshin,Камышин,2011-04-18T15:00:00,2011-04-18,2011.0,4.0,18.0,15,З,270.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,232,False,,,
kamyshin_2011_234,kamyshin,Камышин,2011-04-18T18:00:00,2011-04-18,2011.0,4.0,18.0,18,З,270.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,234,False,,,
kamyshin_2011_236,kamyshin,Камышин,2011-04-18T21:00:00,2011-04-18,2011.0,4.0,18.0,21,ЮЗ,225.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,236,False,,,
kamyshin_2011_238,kamyshin,Камышин,2011-04-19T00:00:00,2011-04-19,2011.0,4.0,19.0,0,З,270.0,10.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,238,False,,,
kamyshin_2011_240,kamyshin,Камышин,2011-04-19T03:00:00,2011-04-19,2011.0,4.0,19.0,3,С,0.0,8.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,240,False,,,
kamyshin_2011_242,kamyshin,Камышин,2011-04-19T06:00:00,2011-04-19,2011.0,4.0,19.0,6,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,242,False,,,
kamyshin_2011_244,kamyshin,Камышин,2011-04-19T09:00:00,2011-04-19,2011.0,4.0,19.0,9,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,244,False,,,
kamyshin_2011_246,kamyshin,Камышин,2011-04-19T12:00:00,2011-04-19,2011.0,4.0,19.0,12,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,246,False,,,
kamyshin_2011_248,kamyshin,Камышин,2011-04-21T09:00:00,2011-04-21,2011.0,4.0,21.0,9,СЗ,315.0,6.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,248,False,,,
kamyshin_2011_250,kamyshin,Камышин,2011-04-21T12:00:00,2011-04-21,2011.0,4.0,21.0,12,СЗ,315.0,7.0,,data/raw/meteo/Камышин скорость и направление ветра.xlsx,2011,250,False,,,
